Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount,CitationCount_CrossRef,PubsCited_CrossRef,Downloads_Xplore,Award,GraphicsReplicabilityStamp
Vis,1996,Multiresolution multidimensional wavelet brushing,10.1109/visual.1996.567800,http://dx.doi.org/10.1109/VISUAL.1996.567800,141,148,C,Pak Chung Wong;R. Daniel Bergeron,Pak Chung Wong;R.D. Bergeron,"Department of Computer Science, University of New Hampshire, USA;Department of Computer Science, University of New Hampshire, USA",0.1109/visual.1990.146386;10.1109/visual.1993.398864;10.1109/visual.1995.480811;10.1109/visual.1994.346302;10.1109/visual.1995.485139;10.1109/visual.1990.146402;10.1109/infvis.1996.559224,,92,23,18,132,,
Vis,1996,Illustrating transparent surfaces with curvature-directed strokes,10.1109/visual.1996.568110,http://dx.doi.org/10.1109/VISUAL.1996.568110,211,218,C,Victoria Interrante;Henry Fuchs;Stephen M. Pizer,V. Interrante;H. Fuchs;S. Pizer,"ICASE, NASA-Langley Research Center, USA;North Carolina State University, Chapel Hill, USA;North Carolina State University, Chapel Hill, USA",0.1109/visual.1995.480795;10.1109/visual.1990.146395;10.1109/visual.1996.568111,,89,23,33,88,,
Vis,1996,Visualization of Complex Models Using Dynamic Texture-based Simplification,10.1109/visual.1996.567774,http://doi.ieeecomputersociety.org/10.1109/VISUAL.1996.567774,101,106,C,Daniel G. Aliaga,D.G. Aliaga,"Dept. of Comput. Sci., North Carolina Univ., Chapel Hill, NC, USA",,,115,22,0,37,,
Vis,1996,Volume Thinning for Automatic Isosurface Propagation,10.1109/visual.1996.568123,http://doi.ieeecomputersociety.org/10.1109/VISUAL.1996.568123,303,310,C,Takayuki Itoh;Yasushi Yamaguchi 0001;Koji Koyamada,T. Itoh;Y. Yamaguchi;K. Koyamada,"Tokyo Research Laboratory, IBM Japan;Graduate School of Arts and Sciences, The University of Tokyo;Tokyo Research Laboratory, IBM Japan",0.1109/visual.1991.175780,,73,22,0,27,,
Vis,1996,BLaC-wavelets: a multiresolution analysis with non-nested spaces,10.1109/visual.1996.567602,http://dx.doi.org/10.1109/VISUAL.1996.567602,43,48,C,Georges-Pierre Bonneau;Stefanie Hahmann;Gregory M. Nielson,G.-P. Bonneau;S. Hahmann;G.M. Nielson,"Laboratoire LMC, CNRS, Grenoble, France;Laboratoire LMC, CNRS, Grenoble, France;Arizona State University, Tempe, USA",,,73,21,6,84,,
Vis,1996,Cheops: a compact explorer for complex hierarchies,10.1109/visual.1996.567745,http://dx.doi.org/10.1109/VISUAL.1996.567745,87,92,C,Luc Beaudoin;Marc-Antoine Parent;Louis C. Vroomen,L. Beaudoin;M.-A. Parent;L.C. Vroomen,"Centre de Recherche informatique de Montreal, Inc., Montreal, QUE, Canada;Centre de Recherche informatique de Montreal, Inc., Montreal, QUE, Canada;Centre de Recherche informatique de Montreal, Inc., Montreal, QUE, Canada",0.1109/infvis.1995.528689,"Hierarchical representation, information visualization and exploration, focus+context techniques, graphical browser",106,19,10,195,,
Vis,1996,LISTEN: sounding uncertainty visualization,10.1109/visual.1996.568105,http://dx.doi.org/10.1109/VISUAL.1996.568105,189,195,C,Suresh K. Lodha;Catherine M. Wilson;Robert E. Sheehan,S.K. Lodha;C.M. Wilson;R.E. Sheehan,"Computer Science Department, University of California, Santa Cruz, CA, USA;Computer Science Department, University of California, Santa Cruz, CA, USA;Computer Science Department, University of California, Santa Cruz, CA, USA",0.1109/visual.1992.235199;10.1109/visual.1995.480802;10.1109/visual.1996.568116;10.1109/visual.1994.346315;10.1109/visual.1993.398849;10.1109/visual.1995.485141;10.1109/visual.1991.175827,"flow, geometry, interactive, interpolation, MIDI, modular, portable, sonification, uncertainty, visualization",101,19,56,172,,
Vis,1996,Complex-valued contour meshing,10.1109/visual.1996.568103,http://dx.doi.org/10.1109/VISUAL.1996.568103,173,180,C,Chris Weigle;David C. Banks,C. Weigle;D.C. Banks,"Department of Computer Science, Mississippi State University, USA;Department of Computer Science, Mississippi State University, USA",0.1109/visual.1993.398869;10.1109/visual.1991.175782,,62,18,15,65,,
Vis,1996,Wavelets applied to lossless compression and progressive transmission of floating point data in 3-D curvilinear grids,10.1109/visual.1996.568138,http://dx.doi.org/10.1109/VISUAL.1996.568138,385,388,C,Aaron Trott;Robert J. Moorhead;John McGinley,A. Trott;R. Moorhead;J. McGinley,"NSF Engineering Research Center for CFS, Mississippi State University, USA;NSF Engineering Research Center for CFS, Mississippi State University, USA;NSF Engineering Research Center for CFS, Mississippi State University, USA",0.1109/visual.1994.346332,,51,17,3,120,,
Vis,1996,Virtual Workbench-a non-immersive virtual environment for visualizing and interacting with 3D objects for scientific visualization,10.1109/visual.1996.568128,http://dx.doi.org/10.1109/VISUAL.1996.568128,345,349,C,Upul Obeysekare;Chas Williams;Jim Durbin;Lawrence J. Rosenblum;Robert Rosenberg;Fernando Grinstein;Ravi Ramamurthi;Alexandra Landsberg;William Sandberg,U. Obeysekare;C. Williams;J. Durbin;L. Rosenblum;R. Rosenberg;F. Grinstein;R. Ramamurti;A. Landsberg;W. Sandberg,"Naval Research Laboratory, Inc., WA, USA;Naval Research Laboratory, Inc., WA, USA;Naval Research Laboratory, Inc., WA, USA;Naval Research Laboratory, Inc., WA, USA;Naval Research Laboratory, Inc., WA, USA;Naval Research Laboratory, Inc., WA, USA;Naval Research Laboratory, Inc., WA, USA;Naval Research Laboratory, Inc., WA, USA;Naval Research Laboratory, Inc., WA, USA",0.1109/visual.1991.175771,,61,15,12,208,,
Vis,1996,Contour blending using warp-guided distance field interpolation,10.1109/visual.1996.567812,http://dx.doi.org/10.1109/VISUAL.1996.567812,165,172,C,Daniel Cohen-Or;David Levin;Amira Solomovici,D. Cohen-Or;D. Levin;A. Solomovici,"School of Mathematical Sciences, Tel-Aviv University, Ramat, Israel;School of Mathematical Sciences, Tel-Aviv University, Ramat, Israel;School of Mathematical Sciences, Tel-Aviv University, Ramat, Israel",0.1109/visual.1994.346333,"Shape-plending, Interpolation, Shape Reconstruction, Radial Basis functions",44,15,21,162,,
Vis,1996,Opacity-modulating triangular textures for irregular surfaces,10.1109/visual.1996.568111,http://dx.doi.org/10.1109/VISUAL.1996.568111,219,225,C,Penny Rheingans,P. Rheingans,"Department of Computer Science, University of Mississippi, USA",0.1109/visual.1990.146395;10.1109/visual.1995.480795,,46,14,15,74,,
Vis,1996,"Time management, simultaneity and time-critical computation in interactive unsteady visualization environments",10.1109/visual.1996.568117,http://dx.doi.org/10.1109/VISUAL.1996.568117,255,261,C,Steve Bryson;Sandy Johan,S. Bryson;S. Johan,"NASA Ames Research Center, MRJ, Inc., USA and NASA Ames Research Center, Moffett Field, CA, USA;NASA Ames Research Center, USA",0.1109/visual.1995.485145,,91,13,12,95,,
Vis,1996,FEL: The Field Encapsulation Library,10.1109/visual.1996.568115,http://doi.ieeecomputersociety.org/10.1109/VISUAL.1996.568115,241,247,C,Steve Bryson;David N. Kenwright;Michael J. Gerald-Yamasaki,S. Bryson;D. Kenwright;M. Gerald-Yamasaki,"NASA Ames Res. Center, Moffett Field, CA, USA;NASA Ames Res. Center, Moffett Field, CA, USA;NASA Ames Res. Center, Moffett Field, CA, USA",0.1109/visual.1995.485145;10.1109/visual.1991.175771;10.1109/visual.1992.235202,,27,11,0,35,,
Vis,1996,Deformable volume rendering by 3D texture mapping and octree encoding,10.1109/visual.1996.567609,http://dx.doi.org/10.1109/VISUAL.1996.567609,73,80,C,Shiaofen Fang;Rajagopalan Srinivasan;Su Huang;Raghu Raghavan,Shiaofen Fang;Su Huang;Rajagopalan Srinivasan;Raghu Raghavan,"Department of Computer and Information Science, Purdue University, Indianapolis, Indianapolis, IN, USA and Institute of Systems Science, National University of Singapore, Singapore;Institute of Systems Science, National University of Singapore, Singapore;Institute of Systems Science, National University of Singapore, Singapore;Institute of Systems Science, National University of Singapore, Singapore",0.1109/visual.1994.346333,"Volume Rendering, 3D Texture Mapping, Morphing, Volume Deformation, Octree, Scientific Visualization",66,10,25,201,,
Vis,1996,Fast stereo volume rendering,10.1109/visual.1996.567603,http://dx.doi.org/10.1109/VISUAL.1996.567603,49,56,C,Taosong He;Arie E. Kaufman,T. He;A. Kaufman,"Department of Computer Science, State University of New York, Stony Brook, Stony Brook, NY, USA;Department of Computer Science, State University of New York, Stony Brook, Stony Brook, NY, USA",0.1109/visual.1994.346340,,52,10,17,143,,
Vis,1996,Real-time incremental visualization of dynamic ultrasound volumes using parallel BSP trees,10.1109/visual.1996.568114,http://dx.doi.org/10.1109/VISUAL.1996.568114,235,240,C,William F. Garrett;Henry Fuchs;Mary C. Whitton;Andrei State,W.F. Garrett;H. Fuchs;M.C. Whitton;A. State,"Department of Computer Science, University of North Carolina, Chapel Hill, USA;Department of Computer Science, University of North Carolina, Chapel Hill, USA;Department of Computer Science, University of North Carolina, Chapel Hill, USA;Department of Computer Science, University of North Carolina, Chapel Hill, USA",0.1109/visual.1991.175802;10.1109/visual.1994.346295,"Augmented reality, ultrasound echography, 3D medical imaging, BSP tree",119,10,24,134,,
Vis,1996,Flexible information visualization of multivariate data from biological sequence similarity searches,10.1109/visual.1996.567796,http://dx.doi.org/10.1109/VISUAL.1996.567796,133,140,C,Ed Huai-hsin Chi;John Riedl;Elizabeth Shoop;John V. Carlis;Ernest Retzel;Phillip Barry,E.H.-H. Chi;J. Riedl;E. Shoop;J.V. Carlis;E. Retzel;P. Barry,"Computational Biology Centers, Medical School, University of Minnesota, Minneapolis, MN, USA;Department of Computer Science, University of Minnesota, Minneapolis, MN, USA;Department of Computer Science, University of Minnesota, Minneapolis, MN, USA;Computer Science Department, University of Minnesota, Minneapolis, MN, USA;Computer Science Department, University of Minnesota, Minneapolis, MN, USA;Computer Science Department, University of Minnesota, USA",0.1109/visual.1993.398883;10.1109/visual.1990.146402;10.1109/visual.1995.480794,"Information Visualization, Biomedical Visualization, Multimodal and Multidimensional Visualization, Applications of Visualization",41,10,19,116,,
Vis,1996,Two-handed interactive stereoscopic visualization,10.1109/visual.1996.568109,http://dx.doi.org/10.1109/VISUAL.1996.568109,205,210,C,David S. Ebert;Christopher D. Shaw;Amen Zwa;Cindy Starr,D.S. Ebert;C.D. Shaw;A. Zwa;C. Starr,"Computer Science and Electrical Engineering Department, University of Maryland Baltimore County, Baltimore, MD, USA;Department of Computer Science, University of Regina, Regina, SAS, Canada;Computer Science and Electrical Engineering Department, University of Maryland Baltimore County, Baltimore, MD, USA;Scientific Visualization Studio, NASA Goddard Space Flight Center, Greenbelt, MD, USA",0.1109/visual.1995.485141;10.1109/infvis.1996.559220,,51,10,20,74,,
Vis,1996,Case study: Visualization of laser confocal microscopy datasets,10.1109/visual.1996.568136,http://dx.doi.org/10.1109/VISUAL.1996.568136,375,379,C,Georgios Sakas;Michael G. Vicker;Peter Jörg Plath,G. Sakas;M.G. Vicker;P.J. Plath,"Fraunhofer Institute of Computer Graphics Research (IGD), Darmstadt, Germany;Department of Biology, University of Brethemen, Bremen, Germany;Department of Chemistry, Bibliothek NW, University of Brethemen, Bremen, Germany",0.1109/visual.1992.235229,,24,9,9,55,,
Vis,1996,History consideration in reconstructing polyhedral surfaces from parallel slices,10.1109/visual.1996.567804,http://dx.doi.org/10.1109/VISUAL.1996.567804,149,156,C,Gill Barequet;Daniel Shapiro;Ayellet Tal,G. Barequet;D. Shapiro;A. Tal,"Tel-Aviv University, Israel;Princeton University, USA;Weizmann Institute of Science, Israel",,"reconstruction, interpolation, triangulation",39,9,35,50,,
Vis,1996,Surface Rendering Versus Volume Rendering In Medical Imaging: Techniques And Applications,10.1109/visual.1996.568151,http://dx.doi.org/10.1109/VISUAL.1996.568151,439,440,M,William E. Lorensen;Ron Kikinis;Sandy Napel;Arie E. Kaufman;John Flynn,R. Shahidi;B. Lorensen;R. Kikinis;J. Flynn;A. Kaufman;S. Napel,Stanford University Medical Center;General Electric;Harvard Medical School;Silicon Graphics Inc.;SUNY at Stony Brook;Stanford University Medical Center,,,8,8,0,588,,
Vis,1996,Directional flow visualization of vector fields,10.1109/visual.1996.568139,http://dx.doi.org/10.1109/VISUAL.1996.568139,389,392,C,Ed Boring;Alex Pang,E. Boring;A. Pang,"Computer Science Department, University of California, Santa Cruz, CA, USA;Computer Science Department, University of California, Santa Cruz, CA, USA",0.1109/visual.1995.480819,"glyphs, streamlines, lighting, hue, value, region selection, clutter reduction, flow reversal",57,7,8,133,,
Vis,1996,Electrical energy absorption in the human head from a cellular telephone,10.1109/visual.1996.568135,http://dx.doi.org/10.1109/VISUAL.1996.568135,371,374,C,Vishram Pandit;Robert McDermott;Gianluca Lazzi;Cynthia M. Furse;Om Gandhi,V. Pandit;R. McDermott;G. Lazzi;C. Furse;O. Gandhi,"Department of Electrical Engineering, University of Utah, USA;Center for High Performance Computing, University of Utah, USA;Department of Electrical Engineering, University of Utah, USA;Department of Electrical Engineering, University of Utah, USA;Department of Electrical Engineering, University of Utah, USA",,,14,7,3,99,,
Vis,1996,Perceptualisation using a tactile mouse,10.1109/visual.1996.568104,http://dx.doi.org/10.1109/VISUAL.1996.568104,181,188,C,Robert G. Hughes;A. Robin Forrest,R.G. Hughes;A.R. Forrest,"School of Information Systems, University of East Anglia, Norwich, Norfolk, GB;School of Information Systems, University of East Anglia, Norwich, Norfolk, GB",0.1109/visual.1995.480802,,53,6,24,90,,
Vis,1996,Interactive visualization of ocean circulation models,10.1109/visual.1996.568149,http://dx.doi.org/10.1109/VISUAL.1996.568149,429,432,C,Scott Nations;Robert J. Moorhead;Kelly P. Gaither;Steve Aukstakalnis;Rhonda Vickery;Warren Carl Couvillion Jr.;Daniel N. Fox;Peter Flynn;Alan J. Wallcraft;Patrick Hogan;Ole Martin Smedstad,S. Nations;O.M. Smedstad;R. Moorhead;K. Gaither;S. Aukstakalnis;R. Vickery;W.C. Couvillion;D.N. Fox;P. Flynn;A. Wallcraft;P. Hogan,"NSF Engineering Research Center for Computational Field Simulation, Mississippi State University, MS, USA;NSF Engineering Research Center for Computational Field Simulation, Mississippi State University, MS, USA;NSF Engineering Research Center for Computational Field Simulation, Mississippi State University, MS, USA;NSF Engineering Research Center for Computational Field Simulation, Mississippi State University, MS, USA;NSF Engineering Research Center for Computational Field Simulation, Mississippi State University, MS, USA;NSF Engineering Research Center for Computational Field Simulation, Mississippi State University, MS, USA;John C. Stennis Space Center, Naval Research Laboratory, Inc., MS, USA;John C. Stennis Space Center, Naval Research Laboratory, Inc., MS, USA;John C. Stennis Space Center, Naval Research Laboratory, Inc., MS, USA;John C. Stennis Space Center, Naval Research Laboratory, Inc., MS, USA;John C. Stennis Space Center, Naval Research Laboratory, Inc., MS, USA",,,17,6,4,83,,
Vis,1996,Multi-frequency noise for LIC,10.1109/visual.1996.567784,http://dx.doi.org/10.1109/VISUAL.1996.567784,121,126,C,Ming-Hoe Kiu;David C. Banks,Ming-Hoe Kiu;D.C. Banks,"Department of Electrical Engineering, Mississippi State University, USA;Department of Computer Science, Mississippi State University, USA",0.1109/visual.1994.346313;10.1109/visual.1992.235210,,114,6,7,74,,
Vis,1996,Generation of Transfer Functions with Stochastic Search Technique,10.1109/visual.1996.568113,http://dx.doi.org/10.1109/VISUAL.1996.568113,227,234,C,Taosong He;Lichan Hong;Arie E. Kaufman;Hanspeter Pfister,Taosong He;Lichan Hong;A. Kaufman;H. Pfister,"Department of Computer Science
State University of New York at Stony Brook, Stony Brook, NY;State University of New York at Stony Brook, Stony Brook, NY;State University of New York at Stony Brook, Stony Brook, NY;State University of New York at Stony Brook, Stony Brook, NY",,,342,5,0,189,,
Vis,1996,Three Dimensional Visualization of Proteins in Cellular Interactions,10.1109/visual.1996.568133,http://doi.ieeecomputersociety.org/10.1109/VISUAL.1996.568133,363,366,C,Colin R. F. Monks;Patricia Crossno;George S. Davidson;Constantine J. Pavlakos;Abraham Kupfer;Cláudio T. Silva;Brian N. Wylie,C.R.F. Monks;P.J. Crossno;G. Davidson;C. Pavlakos;A. Kupfer;C. Silva;B. Wylie,"Division of Basic Science, Department of Pediatrics, National Jewish Center for Immunology and Respiratory Medicine;Computer Science Department, University of New Mexico;Massively Parallel Computer Research Laboratory, Sandia National Laboratories;Massively Parallel Computer Research Laboratory, Sandia National Laboratories;Division of Basic Science, Department of Pediatrics, National Jewish Center for Immunology and Respiratory Medicine;Computer Science Department, State University of New York at Stony Brook;Computer Science Department, University of New Mexico",0.1109/visual.1994.346340,,29,5,0,30,,
Vis,1996,Case Study: Visual access for landscape event based temporal data,10.1109/visual.1996.568148,http://dx.doi.org/10.1109/VISUAL.1996.568148,425,428,C,M. Sheelagh T. Carpendale;Andrew Fall;David J. Cowperthwaite;Joseph Fall;F. David Fracchia,M. Sheelagh T. Carpendale;A. Fall;D.J. Cowperthwaite;J. Fall;F.D. Fracchia,"Simon Fraser University, Burnaby, BC, CA;Simon Fraser University, Burnaby, BC, CA;Simon Fraser University, Burnaby, BC, CA;Simon Fraser University, Burnaby, BC, CA;Simon Fraser University, Burnaby, BC, CA",,"distortion viewing, 3D interaction, information visualization, temporal data",12,4,4,87,,
Vis,1996,Real-time slicing of data space,10.1109/visual.1996.568119,http://dx.doi.org/10.1109/VISUAL.1996.568119,271,277,C,Roger Crawfis,R.A. Crawfis,"Ohio State Uinversity, Columbus, OH, USA and Lawrence Livemore National Laboratory, Livermore, CA, USA",0.1109/visual.1993.398852;10.1109/visual.1995.480796;10.1109/visual.1995.480806;10.1109/visual.1993.398846;10.1109/visual.1993.398877;10.1109/visual.1991.175782;10.1109/visual.1995.480807;10.1109/visual.1995.480797;10.1109/visual.1995.480789,"Isocontour, iso-surface, contour surface, volume rendering, splatting, animation, data partitioning, interactive, real-time, scientific visualization, compression",31,4,30,53,,
Vis,1996,Clinical evaluation of interactive volume visualization,10.1109/visual.1996.568134,http://dx.doi.org/10.1109/VISUAL.1996.568134,367,370,C,Karel J. Zuiderveld;Peter M. A. van Ooijen;John W. C. Chin-A-Woeng;Pieter C. Buijs;Marco Olree;Frits H. Post,K.J. Zuiderveld;P.M.A. van Ooijen;J.W.C. Chin-A-Woeng;P.C. Buijs;M. Olree;F.H. Posti,"Institute of Medical Image Science, University Hospital Utrecht, Netherlands;Department of Technical Mathematics and Informatics, Delft University of Technnology, Netherlands;Department of Technical Mathematics and Informatics, Delft University of Technnology, Netherlands;Institute of Medical Image Science, University Hospital Utrecht, Netherlands;Institute of Medical Image Science, University Hospital Utrecht, Netherlands;Department of Technical Mathematics and Informatics, Delft University of Technnology, Netherlands",,"Volume Rendering, Texture Mapping, MR Angiography, Visualization, Clinical Evaluation",2,4,4,50,,
Vis,1996,Untangling Knots by Stochastic Energy Optimization,10.1109/visual.1996.568120,http://doi.ieeecomputersociety.org/10.1109/VISUAL.1996.568120,279,286,C,Milana Huang;Robert P. Grzeszczuk;Louis H. Kauffman,Milana Huang;R.P. Grzeszczuk;L.H. Kauffman,University of Illinois at Chicago;University of Chicago;University of Illinois at Chicago,,,20,4,0,24,,
Vis,1996,Raycasting vector fields,10.1109/visual.1996.567780,http://dx.doi.org/10.1109/VISUAL.1996.567780,115,120,C,Thomas Frühauf,T. Fruhauf,"Fraunhofer Institute of Computer Graphics Research (IGD), Germany",0.1109/visual.1993.398875;10.1109/visual.1993.398853;10.1109/visual.1993.398877;10.1109/visual.1992.235228;10.1109/visual.1995.480818,,38,3,26,107,,
Vis,1996,Data level comparative visualization in aircraft design,10.1109/visual.1996.568140,http://dx.doi.org/10.1109/VISUAL.1996.568140,393,396,C,Jens C. Trapp;Hans-Georg Pagendarm,J. Trapp;H.-G. Pagendarm,"German AeroSpace Research Establishment, DLR, Guttingen, Germany;German AeroSpace Research Establishment, DLR, Guttingen, Germany",0.1109/visual.1995.485151;10.1109/visual.1995.485156,,22,3,7,83,,
Vis,1996,The challenges of visualizing and modeling environmental data,10.1109/visual.1996.568145,http://dx.doi.org/10.1109/VISUAL.1996.568145,413,416,C,Yingcai Xiao;J.P. Ziebarth;C. Woodbury;E. Bayer;B. Rundell;J. van der Zijp,Yingcai Xiao;J.P. Ziebarth;C. Woodbury;E. Bayer;B. Rundell;J. van der Zijp,"Computer Science Division, Department of Mathematics, University of Akron, Akron, OH, USA;National Center for Supercomputing Applications, Champaign, IL, USA;Intergraph Corporation, Huntsville, AL, USA;Intergraph Corporation, Huntsville, AL, USA;U.S. EPA, Philadelphia, PA, USA;CFD Research Corporation, Huntsville, AL, USA",,,20,3,9,73,,
Vis,1996,Case Study: Mantle convection visualization on the Cray T3D,10.1109/visual.1996.568144,http://dx.doi.org/10.1109/VISUAL.1996.568144,409,412,C,James S. Painter;Hans-Peter Bunge;Yarden Livnat,J.S. Painter;H.-P. Bunge;Y. Livnat,"Advanced Computing Laboratory, Los Alamos National Laboratory, USA;Institute of GeoPhysics and Planetary Physics, Los Alamos National Laboratory, USA;Department of Computer Science, University of Utah, USA",,,18,3,12,69,,
Vis,1996,Using visualization in the archaeological excavations of a pre-Inca temple in Peru,10.1109/visual.1996.568132,http://dx.doi.org/10.1109/VISUAL.1996.568132,359,362,C,Alan D. Kalvin;Alfredo Remy;Orlando Ardito;Kim Morla;Eduardo Nolasco;Jorge Prado;Regulo Franco;Antonio Murga;Guillermo Wiese,A.D. Kalvin;A. Remy;O. Ardito;K. Morla;E. Nolasco;J. Prado;R. Franco;A. Murga;G. Wiese,"IBM Thomas J. Watson Research Center, USA;IBM del Peru, Peru;Pontificia Universidad Catolica del Peru, Peru;Pontificia Universidad Catolica del Peru, Peru;Pontificia Universidad Catolica del Peru, Peru;Pontificia Universidad Catolica del Peru, Peru;Fundación Augusto N. Wiese, Peru;Fundación Augusto N. Wiese, Peru;Fundación Augusto N. Wiese, Peru",,,14,3,2,64,,
Vis,1996,"Information Exploration Shootout or ""Benchmarks for Information Exploration""",10.1109/visual.1996.568163,http://dx.doi.org/10.1109/VISUAL.1996.568163,449,450,M,Gregory Piatetsky-Shapiro;Graham J. Wills,G. Grinstein;G. Piatetsky-Shapiro;G. Wills,"MITRE Corporation, USA;GTE Laboratories, Inc., USA;AT and T Bell Laboratories, Inc., USA",,,,3,7,50,,
Vis,1996,Results in mathematics and music: Visualization of roughness in musical consonance,10.1109/visual.1996.568130,http://dx.doi.org/10.1109/VISUAL.1996.568130,355,357,C,Florian Sobieczky,F. Sobieczky,,,,3,2,10,172,,
Vis,1996,A system for the complementary visualization of 3D volume images using 2D and 3D binaurally processed sonification representations,10.1109/visual.1996.568129,http://dx.doi.org/10.1109/VISUAL.1996.568129,351,354,C,David Rossiter;Wai-Yin Ng,D. Rossiter;Wai-Yin Ng,"Department of Information Engineering, Chinese University of Hong Kong, Sha Tin, Hong Kong, China;Department of Information Engineering, Chinese University of Hong Kong, Sha Tin, Hong Kong, China",0.1109/visual.1990.146398;10.1109/visual.1995.480802,,12,2,8,123,,
Vis,1996,Visualization of water quality data for the Chesapeake Bay,10.1109/visual.1996.568146,http://dx.doi.org/10.1109/VISUAL.1996.568146,417,420,C,Adam B. Forgang;Bernd Hamann;Carl F. Cerco,A.B. Forgang;B. Hamann;C.F. Cerco,"Computer Graphics Laboratory Department of Computer Science, University of California, Davis, USA;Computer Graphics Laboratory Department of Computer Science, University of California, Davis, USA;Environmental Laboratory, Waterways Experiment Station, U.S. Army Corps of Engineers, USA",0.1109/visual.1995.485141,,12,2,5,74,,
Vis,1996,A 3D Contextual Shading Method for Visualization of Diecasting Defects,10.1109/visual.1996.568143,http://doi.ieeecomputersociety.org/10.1109/VISUAL.1996.568143,405,407,C,Shao-Chiung Lu;Alec B. Rebello;D. H. Cui;Roni Yagel;Richard Allen Miller;Gary L. Kinzel,S.C. Lu;A.B. Rebello;D.H. Cui;R. Yagel;R.A. Miller;G.L. Kinzel,The Ohio State University;The Ohio State University;The Ohio State University;The Ohio State University;The Ohio State University;The Ohio State University,,,14,2,0,23,,
Vis,1996,Triangular NURBS surface modeling of scattered data,10.1109/visual.1996.568122,http://doi.ieeecomputersociety.org/10.1109/VISUAL.1996.568122,295,302,C,Song Han;Gérard G. Medioni,Song Han;G. Medioni,"University of Southern California, Los Angeles, CA, US;University of Southern California, Los Angeles, CA, US",,,25,1,0,52,,
Vis,1996,Mathematical Visualization: Standing at the Crossroads,10.1109/visual.1996.568165,http://dx.doi.org/10.1109/VISUAL.1996.568165,451,453,M,David Banks;George Francis;Andrew J. Hanson;Loki Jörgenson,T. Munzner;D. Banks;G. Francis;A.J. Hanson;L. Jorgenson,"Stanford University;Mississippi State University;University of Illinois at Urbana-Champaign;Indiana University, Bloomington;Simon Fraser University",,,7,1,4,36,,
Vis,1996,Interactive Exploration and Modeling of Large Data Sets: A Case Study with Venus Light Scattering Data,10.1109/visual.1996.568150,http://doi.ieeecomputersociety.org/10.1109/VISUAL.1996.568150,433,438,C,Jarke J. van Wijk;Hans J. W. Spoelder;Willem-Jan Knibbe;Kamran Eftekhari Shahroudi,J.J. van Wijk;H.J.W. Spoelder;W.-J. Knibbe;K.E. Shahroudi,"Netherlands Energy Res. Found., Petten, Netherlands#Centre for Mathematics and Computer Science CWI, Amsterdam, The Netherlands;Department of Physics and Astronomy, Vrije Universiteit, Amsterdam, The Netherlands;Department of Physics and Astronomy, Vrije Universiteit, Amsterdam, The Netherlands;Centre for Mathematics and Computer Science CWI, Amsterdam, The Netherlands",0.1109/visual.1995.485143,,5,1,0,24,,
Vis,1996,A fast Gibbs sampler for synthesizing constrained fractals,10.1109/visual.1996.567598,http://dx.doi.org/10.1109/VISUAL.1996.567598,29,35,C,Baba C. Vemuri;Chhandomay Mandal,B.C. Vemuri;C. Mandal,"Department of Computer and Information Sciences and Engineering, University of Florida, USA;Department of Computer and Information Sciences and Engineering, University of Florida, USA",10.1109/visual.1995.480798,,22,0,26,77,,
Vis,1996,Data reduction and interpolation for visualizing 3D soil-quality data,10.1109/visual.1996.568147,http://dx.doi.org/10.1109/VISUAL.1996.568147,421,424,C,David C. Banks;Bernd Hamann;Po-Yu Tsai;Robert J. Moorhead;Jonathan Barlow,D.C. Banks;B. Hamann;Po-Yu Tsai;R. Moorhead;J. Barlow,"NSF Engineering Research Center, Mississippi State University, USA;Department of Computer Science, University of California Davis, USA;NSF Engineering Research Center, Mississippi State University, USA;NSF Engineering Research Center, Mississippi State University, USA;NSF Engineering Research Center, Mississippi State University, USA",,,2,0,5,66,,
Vis,1996,Breaking the Myth: One Picture is Not (always) Worth a Thousand Words,10.1109/visual.1996.569203,http://dx.doi.org/10.1109/VISUAL.1996.569203,441,443,M,Robert Braham;F. David Fracchia;Andrew S. Glassner;Barbara Mones-Hattal;Russ Rose;Nahum D. Gershon,N.D. Gershon;N. Gershon;R. Braham;D. Fracchia;A. Glassner;B. Mones-Hattal;R. Rose,The MITRE Corporation;IEEE Spectrum;Simon Fraser University;Microsoft Corporation;Pacific Data Images (PDI);Office of Research and Development,,,4,0,3,62,,
Vis,1996,A system for measuring surface facet orientation from atomic force microscope data,10.1109/visual.1996.568141,http://dx.doi.org/10.1109/VISUAL.1996.568141,397,400,C,John G. Hagedorn;Holly E. Rushmeier;John Blendell;Mark Vaudin,J. Hagedorn;H. Rushmeier;J. Blendell;M. Vaudin,"Computing and Applied Mathematics Laboratory, National Institute for Standards and Technology, Gaithersburg, MD, USA;IBM TJ Watson Research Center, National Institute for Standards and Technology, Hawthorne, NY, USA;Materials Science and Engineering Laboratory, National Institute for Standards and Technology, Gaithersburg, MD, USA;Materials Science and Engineering Laboratory, National Institute for Standards and Technology, Gaithersburg, MD, USA",,,2,0,4,59,,
